#,"McGlathery, K.J., Christian, R.R. 2000. Water Quality Sampling - integrated"
#,"measurements for the Virginia Coast, 1992-2016. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.247.6"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.247)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.2
#,For additional information about the data contact: Karen McGlathery
#,(kjm4k@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014 and DEB-1237733. VCR/LTER: http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
"station","measureDate","StaGrpCode","StaType","Transect","Latitude","Longitude","time","analyst","tidestage","scttemp","sctsal","sctcond","airtemp","refrsal","dotemp","do","secchi","depth","winddir","windsp","commentOBS","chla","chla_sd","chla_N","chla_qual","phaeopigments","phaeopigments_sd","phaeopigments_N","phaeopigments_qual","nh3","nh3_sd","nh3_N","nh3qual","po4","po4_sd","po4_N","po4qual","nox","nox_sd","nox_N","noxqual","no2","no2_sd","no2_N","no2qual","din","commentNutr","noxTDN","noxTDN_sd","noxTDN_N","noxTDNqual","no2TDN","no2TDN_sd","no2TDN_N","no2TDNqual","commentTDN","processorTDN","organic_content","organic_content_sd","organic_content_N","oc_qual","porosity","porosity_sd","porosity_N","porosity_qual","comments_organic_content","chlor_a","chlor_a_sd","chlor_a_N","chlor_aqual","phaeopigments_a","phaeopigments_a_sd","phaeopigments_a_N","phaeopigments_aqual","commentWaterChl","Gracilaria_mass","Gracilaria_sd","Gracilaria_N","Gracilaria_qual","Ulva_mass","Ulva_sd","Ulva_N","Ulva_qual","commentMacroalgae","tss","tss_sd","tss_N","tssqual","pom","pom_sd","pom_N","pomqual","pim","pim_sd","pim_N","pimqual","commentTSS","sedMass","sedMass_sd","sedMass_N","sedMassqual","sedperc_N","sedperc_N_sd","sedperc_N_N","sedperc_Nqual","sedperc_C","sedperc_C_sd","sedperc_C_N","sedperc_Cqual","commentSedCN"
"SH",2016-12-13,1,"Barrier Creek","Machipongo",37.38199,75.71811,1106,"","",7.6,30.9,47.99,8.7,,7.7,8.67,95,12.6,"NNE",5,"",47.895973356,4.96252565310543,5,,32.163801635,23.93229661382,2,,2.40666666666667,0.647446265466615,6,"",0.454,0.123048770818729,3,"",0.719666666666667,0.0496923870762246,3,"",,,,"M",3.12633333333334,"",17,2.42693221990232,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,10.5625056246667,0.593907749957249,3,"",-1.62649626466667,0.702093415393543,3,"Q","",,,,,,,,,,,,,"M",,,,"M",,,,"M",,24.5272,0.884125104269752,5,,0,0,5,,0.110360209,0.0321475179770954,5,,
"SH",2017-04-27,1,"Barrier Creek","Machipongo",37.38199,75.71811,1239,"","FALLING",19.4,31.4,47.96,22.1,,19.3,8.76,90,7.8,"S",4.5,"",64.15264152,17.5500924220495,5,,6.998469984,3.84896212059093,2,,1.97666666666667,0.570116947067295,3,"",,,,"M",,,,"M",,,,"M",,"",8.36833333333333,0.321455025366432,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,5.18405184,1.12238014699387,3,"",-2.462424624,0.682717190288489,3,"Q","",,,,,,,,,,,,,"M",,,,"M",,,,"M",,25.1082,2.13108803196865,5,,0,0,5,,0.1372266968,0.0339556227989353,5,,
"SH",2017-08-21,1,"Barrier Creek","Machipongo",37.38199,75.71811,1120,"EB/DL/SK","FALLING",27.5,30.3,46.7,28.5,,27.4,5.38,45,3.4,"NE",3,"",95.249097932,23.5031232675154,5,,59.448114474,19.2199530357479,5,,2.26333333333333,0.319426569548204,3,"",1.30666666666667,0.0503322295684717,3,"",,,,"M",,,,"M",,"",8.28,2.09121973976911,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,11.5993159913333,1.57133220636876,3,"",2.553145531,1.6533692000803,3,"","",,,,,,,,,,,546.462258532097,3,"M",,434.745902798405,3,"M",,369.589411825249,3,"M","",26.9104,1.93387197094327,5,,0.024664969,0.0267582379042579,5,,0.286339643,0.0606082597899433,5,,
"SH",2017-12-04,1,"Barrier Creek","Machipongo",37.38199,75.71811,1108,"DL/AB/MV/LA","FALLING",11.6,31.3,48.11,12.5,,13.6,7.03,105,9,"NW",4.5,"",,,,"M",,,,"M",2.68333333333333,0.979608765443293,3,"",0.314,0.0640936814358482,3,"",0.222,0.132936074863071,2,"",,,,"M",2.90533333333333,"",14.3666666666667,2.65769323537035,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,4.53604536,1.12238014699387,3,"",3.628836288,0.682717190288489,3,"","",,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SH",2017-12-05,1,"Barrier Creek","Machipongo",37.38199,75.71811,,,,,,,,,,,,,,,,24.222482224,8.30439961325354,5,,27.787813876,20.4152430453045,5,,,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,23.0384,3.36964320069648,5,,0.022198044,0.0135236732704754,5,,0.3516070098,0.076541719342238,5,,
"SH",2018-04-26,1,"Barrier Creek","Machipongo",37.38199,75.71811,1200,"LA/DL/AB/CJ","FALLING",15.1,31.4,47.9,17,,15.4,7.3,80,9,"W",7.7,"",,,,"M",,,,"M",1.43666666666667,0.181750745069541,3,"",0.267666666666667,0.0529370695574787,3,"",0.184,,1,"",,,,"M",1.62066666666667,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SH",2018-04-27,1,"Barrier Creek","Machipongo",37.38199,75.71811,,,,,,,,,,,,,,,,55.987759872,11.03134683417,5,,9.039690394,9.48494236577065,2,,,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,24.861,4.65164266684362,5,,0,0,5,,0.1871855498,0.0237348325845129,5,,
"SS",2004-08-26,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1120,"","",25.4,27.5,43,25.6,,,,67,10.1,"E",22,"",,,,"M",,,,"M",3.77,,1,"",1.44,,1,"",1.64,,1,"",,,,"M",5.41,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"SS",2004-09-01,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2004-10-26,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1410,"","",15.8,30,46,15.3,,15.8,10.1,170,2,"NE",12.8,"",,,,"M",,,,"M",3.36,,1,"",1.79,,1,"",1.24,,1,"",,,,"M",4.6,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"SS",2004-11-15,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,,,,,,,,,,,,,,,,,,"M",,,,"M",2.66,,1,"",0.463,,1,"",1.4,,1,"",,,,"M",4.06,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2005-02-09,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"Josh/Br","",,,0,,,,,,,"",,"Cloudy, bad for light readings",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2005-03-22,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1111,"BJS/JLM","MID EBB",9.5,27.9,44,8.2,,9.5,11.5,204,6.1,"E",7.3,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,39.0683162336609,3,"M",,144.337567297406,3,"M",,28.0059517483933,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-04-18,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1113,"JLM/BJS","EARLY FL",10.9,18.3,29,18.1,,12.1,10.1,130,4.8,"",0,"",,,,"M",,,,"M",1.595,0.370985174905952,6,"",0.204166666666667,0.0392194679549158,6,"",0.0594283333333333,0.0551117919928818,6,"",0.120983333333333,0.111260081191174,6,"",1.65442833333333,"",11.8666666666667,0.776745346515403,3,"",0.325,0.00721110255092799,3,"","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,37.5277674973257,3,"M",,495.812800695316,3,"M",,41.7891532976361,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-05-18,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1050,"BJS/JLM","LATE EBB",18.4,31,48,17.1,,18,10.1,74,1.6,"SE",16.8,"",,,,"M",,,,"M",0.9034,0.0295918062983658,5,"",0.1915,0.0404165807559224,6,"",0.260416666666667,0.0359171500354172,6,"",0.09186,0.0289723661443107,5,"",1.16381666666667,"",15.1,1.65227116418583,3,"",0.309,0.00655743852430201,3,"","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,37.0405183549043,3,"M",,558.174106648932,3,"M",,4.50924975282289,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-06-21,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1336,"BJS/JLM","LATE EBB",23.4,30.6,47,21.8,,23.9,9.2,70,4.5,"SE",14.8,"",,,,"M",,,,"M",2.19333333333333,0.0907377172587747,3,"",0.403666666666667,0.058140634098136,3,"",0.219666666666667,0.0250066657780147,3,"",0.693333333333333,0.235442845152137,3,"",2.413,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,165.311826558175,3,"M",,487.938862290485,3,"M",,96.5470524321345,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-07-20,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1323,"JLM/BJS","LATE EBB",30.7,28.6,45,33.7,,30.5,6.5,48,7,"NW",6.7,"",,,,"M",,,,"M",,,,"M",1.33866666666667,0.422285843159978,3,"",0.24,0.0452548339959391,2,"",0.405666666666667,0.0464901423242964,3,"",,"",17.0666666666667,0.838649708360608,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,104.313629662347,3,"M",,389.387125279372,3,"M",,38.7599449604012,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-09-01,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1315,"JLM","LATE EBB",27.6,29.6,46,27.4,,27.5,7.2,84,9.4,"N",11.7,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,24.0333333333333,0.907377172587747,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,7.83666666666667,2.13500195159942,3,"",20.74,2.22031529292576,2,"","",,,,,,,,,,,100.344406919369,3,"M",,538.025092351649,3,"M",,47.247574893674,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-09-29,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1206,"KMO/JLM","LATE EBB",24.2,31.3,48,26.1,,24.5,7.9,178,13.4,"SW",17,"",,,,"M",,,,"M",,,,"M",1.34666666666667,0.171191900119914,6,"",0.255,0.0527162214123888,3,"",0.255,0.0527162214123888,3,"",,"",15.6666666666667,1.42243921955679,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.49,1.51320851173921,2,"",7.24333333333333,2.893602138051,3,"","",,,,,,,,,,,134.388739607652,3,"M",,285.156682077298,3,"M",,80.556398463023,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-10-31,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1200,"KMO/ART","LATE EBB",13,30.9,48,17.2,,13.5,8.3,99,8.2,"SS",8.3,"",,,,"M",,,,"M",1.39333333333333,0.0208166599946612,3,"",0.00733,,1,"",0.389,0.115723809131915,3,"",,,,"M",1.78233333333333,"",6.94333333333333,0.670397891802572,3,"",2.26,0.01,3,"","","MEG MILLER",,,,"M",,,,,,1.89333333333333,0.409918691124634,3,"",5.88666666666667,1.12713501113812,3,"","",,,,,,,,,,,23.5017729827631,3,"M",,95.2837866585916,3,"M",,49.386232899463,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2005-11-16,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"KMO/JLM","",,,0,,,,,,,"",,"Too rough to get to all sites, could only get sites close to mainland.",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2005-12-12,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1124,"KMO/JLM","LATE EBB",,30.7,47,7.1,,6,10.8,,9.4,"SW",13,"No secchi readings because secchi disk accidentally left at lab.  Temperature sensor on SCT meter malfunctioned after CSm.",,,,"M",,,,"M",0.768666666666667,0.043189504897988,3,"",,,,"M",0.068,0.0330972808550793,3,"",,,,"M",0.836666666666667,"",19.35,0.777817459305201,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.60666666666667,0.825610884941165,3,"",8.43,1.00164864099144,3,"","",,,,,,,,,,,57.662812973354,3,"M",,330.533407287877,3,"M",,19.6299091524473,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-03-28,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1236,"KMO/ART","LATE EBB",10.6,32.1,49,12.4,,10.7,11.1,58,6,"SW",14.5,"",,,,"M",,,,"M",0.894,0.136715032092305,3,"",,,,"M",0.262,0.180906052966726,3,"",,,,"M",1.156,"",12.4666666666667,1.22202018532156,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.49,0.509116882454314,2,"",7.725,1.56270598642227,2,"","",,,,,,,,,,,46.2853468533329,3,"M",,61.0273162881454,3,"M",,51.6171806023279,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-04-25,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1218,"KMO/ART","LATE EBB",19.6,31.6,48,19.1,,19.7,8.6,122,8.2,"SE",10.2,"",,,,"M",,,,"M",1.46,0.0707106781186548,2,"",1.55,,1,"",0.318,,1,"",0.292,0.0711898869222307,3,"",1.778,"",10.8133333333333,1.02104521610619,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.49,0.509116882454314,2,"",7.23,0.862670273047588,2,"","",,,,,,,,,,,81.0699286624414,3,"M",,116.29416723694,3,"M",,64.6554973171913,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-05-23,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,,,,,,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,16.0333333333333,2.48260615751539,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2006-05-24,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1138,"KMO/ART","LATE EBB",19.2,32.1,49,19,,19.2,7.9,56,8.5,"NW",18,"",,,,"M",,,,"M",1.74,0.14142135623731,2,"",0.172,0.0961665222413705,2,"",0.21,,1,"",0.278,0.0480832611206852,2,"",1.95,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.27,0.71,3,"",14.75,1.71,3,"","",,,,,,,,,,,26.5581123827228,3,"M",,209.342621874604,3,"M",,16,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-06-22,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1130,"KMO/ART","LATE EBB",26.6,31,48,28.3,,26.6,6.6,69,8.2,"SW",17.3,"",,,,"M",,,,"M",2.64,0.306431068920891,3,"",0.288033333333333,0.341345431100716,3,"",0.172333333333333,0.0582265689641192,3,"",0.0514666666666667,0.0215360937343181,3,"",2.81233333333333,"",25.2,0.707106781186548,2,"",4.285,0.233345237791561,2,"","","MEG MILLER",,,,"M",,,,,,7.36,1.09,3,"",21.6633333333333,1.32152689466894,3,"","",,,,,,,,,,,71.6868188720911,3,"M",,61.0273162881454,3,"M",,28.2193786843958,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-07-21,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1210,"KMO/ART","EARLY FL",28.6,31.6,49,29.5,,28.7,5.8,56,10.1,"S",15.8,"",,,,"M",,,,"M",1.76333333333333,0.106926766215636,3,"",1.29,0.112694276695847,3,"",0.0862,0.0890190429065602,3,"",,,,"M",1.84953333333333,"",21.6666666666667,1.11504857891185,3,"",0.577666666666667,0.163463553532074,3,"","","MEG MILLER",,,,"M",,,,,,9.26,1.2297560733739,3,"",28.0533333333333,2.43631552417443,3,"","",,,,,,,,,,,103.025886714618,3,"M",,257.558407615308,3,"M",,65.3095194694719,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-08-21,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1217,"KMO/DB","LATE EBB",27.4,31,48,26.1,,27.4,6.8,,0.6,"N",7.8,"",,,,"M",,,,"M",1.036,0.161220346110533,2,"",0.982333333333333,0.109573415267269,3,"",0.563333333333333,0.148041660803077,3,"",0.1692,0.0787573488634553,3,"",1.59933333333333,"",13.9666666666667,1.44337567297406,3,"",0.415,0.0370405183549043,3,"","","MEG MILLER",,,,"M",,,,,,8.195,0.502045814642449,2,"",23.66,1.61220346110533,2,"","",,,,,,,,,,,81.1439050904831,3,"M",,0.577350269189626,3,"M",,95.0228042805164,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-09-18,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1301,"KMO/DB","EARLY FL",23.6,30.1,46,26.4,,23.8,6.8,147,7.6,"SE",10.3,"",,,,"M",,,,"M",0.227,0.169705627484771,2,"",1.58,0.424617474911243,3,"",0.832666666666667,0.0514036315189242,3,"",0.325333333333333,0.00208166599946613,3,"",1.05966666666667,"",18.1,2.26274169979695,2,"",0.639333333333333,0.0557165445207555,3,"","","MEG MILLER",,,,"M",,,,,,6.41,0.71,3,"",14.8933333333333,0.637364364655989,3,"","",,,,,,,,,,,68.1493458026805,3,"M",,46.8614980554399,3,"M",,75.9758733634128,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-11-03,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1215,"KMO/DB","LATE EBB",13.1,30.5,47,6.9,,13.1,9,66,8.2,"NW",14.2,"",,,,"M",,,,"M",0.1945,0.051618795026618,2,"",0.504666666666667,0.108426626496139,3,"",0.133466666666667,0.07331202720791,3,"",0.01879,0.0144278307447793,3,"",0.327966666666667,"",7.63333333333333,0.686755657663869,3,"",0.448666666666667,0.0045092497528229,3,"","","MEG MILLER",,,,"M",,,,,,3.56,3.02641702347842,2,"",,,,"M","",,,,,,,,,,,67.1739036630545,3,"M",,95.8610104960997,3,"M",,25.9679289380831,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2006-12-05,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"KMO/ART","",,,0,,,,,,,"",,"BOAT BROKE DOWN AT CSm, SAMPLING NOT COMPLETED",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2007-01-29,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"KMO/ART","",,,0,,,,,,,"",,"SAMPLING MISSED FOR JANUARY DUE TO INCLIMATE WEATHER (HARBOR FROZEN OVER)",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2007-02-28,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1155,"KMO/CB/","LATE EBB",5.8,32.2,50,6.3,,5.7,11.6,132,7.6,"N",8.5,"Clam dredgers at RB site stirred up sediment, TSS will probably be higher than what it should have been due to this.",,,,"M",,,,"M",,,,"M",,,,"M",0.209666666666667,0.059180514811324,3,"",0.02125,0.00346482322781408,2,"",,"",16.4,3.04105244939971,6,"",2.59,0.892502100837864,6,"","","MEG MILLER",,,,"M",,,,,,3.55666666666667,1.42500292397361,3,"",15.2033333333333,2.17959476355889,3,"","",,,,,,,,,,,138.51474049116,3,"M",,0.577350269189626,3,"M",,108.785722102367,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-03-29,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1203,"KMO/CB/","LATE EBB",13,32.4,50,11.7,,13,9.2,86,7.3,"NE",4.2,"",,,,"M",,,,"M",0.251333333333333,0.101322916131216,3,"",0.186,0.0225388553391693,3,"",0.221666666666667,0.0405257120027932,3,"",0.0253333333333333,0.00665832811847939,3,"",0.473,"",11.7333333333333,0.680685928555405,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.85,0,2,"",8.33,0,2,"","",,,,,,,,,,,87.9317917479224,3,"M",,101.036297108185,3,"M",,34.1955162752858,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-04-26,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"KMO/DB/","",,,0,,,,,,,"",,"Overcast, very windy, very rough seas, many stations too rough to access site",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"SS",2007-05-30,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1310,"KMO/DB","LATE EBB",23.8,31.1,48,20.8,,23.8,6.9,91,9.8,"SE",11,"",,,,"M",,,,"M",1.44666666666667,0.271538824725551,3,"",0.494666666666667,0.096857283326208,3,"",3.85666666666667,0.391066916694999,3,"",0.150666666666667,0.00513160143944689,3,"",5.30333333333334,"",19.9,1.41774468787578,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.56,0,2,"",9.05,0,2,"","",,,,,,,,,,,184.642898590766,3,"M",,200.327232297559,3,"M",,111.356783957392,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-06-26,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1210,"KMO/CB","EARLY FL",25.4,31.9,49,28.2,,25.5,6.8,61,7.1,"SE",18.2,"",,,,"M",,,,"M",1.44666666666667,0.271538824725551,3,"",0.494666666666667,0.096857283326208,3,"",3.85666666666667,0.391066916694999,3,"",0.0877666666666667,0.0587668557380207,3,"",5.30333333333334,"",19.55,1.90918830920368,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.79666666666667,0.819837382249268,3,"",14.4433333333333,1.48395866968502,3,"","",,,,,,,,,,,60.135957075059,3,"M",,331.697151027862,3,"M",,17.4737898961082,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-07-26,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,,"KMO/DB","LATE EBB",25.9,32.6,50,25.4,,25.9,5.9,64,7.1,"NE",13,"",,,,"M",,,,"M",2.41666666666667,1.21820906799011,3,"",1.48333333333333,0.250266524595946,3,"",0.451333333333333,0.0640338452174578,3,"",0.262666666666667,0.0480138868800822,3,"",2.868,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,51.597803570824,3,"M",,2.3094010767585,3,"M",,22.3681320930768,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-08-24,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1130,"KMO/CB","LATE EBB",25.9,32.6,50,25.1,,26,5.1,76,4.6,"SE",6.7,"",,,,"M",,,,"M",,,,"M",3.12333333333333,0.71500582748208,3,"",,,,"M",,,,"M",,"",31.6333333333333,4.82631674606354,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,191.218025649606,3,"M",,54.6168472176855,3,"M",,154.901043680581,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-09-24,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1209,"kmo/cb","LATE EBB",24.1,32.4,50,23.7,,24.1,6.1,89,4.5,"NE",10.7,"",,,,"M",,,,"M",2.29333333333333,0.21548395145192,3,"",1.44666666666667,0.208406653764541,3,"",1.63666666666667,0.0702376916856849,3,"",0.149333333333333,0.00351188458428425,3,"",3.93,"",28.8333333333333,2.31588715902423,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.08333333333333,0.825610884941165,3,"",10.2333333333333,0.996058900534167,3,"","",,,,,,,,,,,25.9807621135332,3,"M",,96.1613227862429,3,"M",,12,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-10-23,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1146,"KMO/CB","LATE EBB",22.1,33,50,24.4,,22.1,6.1,66,10.1,"SW",18,"",,,,"M",,,,"M",1.45,0.13228756555323,3,"",1.59333333333333,0.0802080627701064,3,"",0.566333333333333,0.0973772731869882,3,"",0.381666666666667,0.056888780381841,3,"",2.01633333333333,"",20.3,1.3228756555323,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,4.985,1.01116269709676,2,"",13.47,1.71119841047145,2,"","",,,,,,,,,,,72.1964911428065,3,"M",,71.3465719802524,3,"M",,69.6586917285512,3,"M","",,,,"M",,,,"M",,,,"M",
"SS",2007-11-07,5,"Lagoon Shoal","Machipongo",37.417028,-75.761194,1203,"KMO/CB","LATE EBB",13.5,32.4,50,10.5,,13.6,8.1,58,10.4,"NW",25.8,"To rough to get to SH and MI sites.  Tide lower than normal, strong North winds ""pushing"" water out on the falling tide.",,,,"M",,,,"M",6.19666666666667,0.591805148113239,3,"",1.44333333333333,0.126622799421484,3,"",2.23,0.278388218141501,3,"",1.66,0.226053091109146,3,"",8.42666666666667,"",19.4666666666667,0.838649708360608,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.49,0.509116882454314,2,"",8.725,0.148492424049176,2,"","",,,,,,,,,,,32.0052079095471,3,"M",,255.065351103072,3,"M",,69.1399546813081,3,"M","",,,,"M",,,,"M",,,,"M",
