station,measureDate,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,airtemp,refrsal,dotemp,do,secchi,depth,winddir,windsp,commentOBS,chla,chla_sd,chla_N,chla_qual,phaeopigments,phaeopigments_sd,phaeopigments_N,phaeopigments_qual,nh3,nh3_sd,nh3_N,nh3qual,po4,po4_sd,po4_N,po4qual,nox,nox_sd,nox_N,noxqual,no2,no2_sd,no2_N,no2qual,din,commentNutr,noxTDN,noxTDN_sd,noxTDN_N,noxTDNqual,no2TDN,no2TDN_sd,no2TDN_N,no2TDNqual,commentTDN,processorTDN,organic_content,organic_content_sd,organic_content_N,oc_qual,porosity,porosity_sd,porosity_N,porosity_qual,comments_organic_content,chlor_a,chlor_a_sd,chlor_a_N,chlor_aqual,phaeopigments_a,phaeopigments_a_sd,phaeopigments_a_N,phaeopigments_aqual,commentWaterChl,Gracilaria_mass,Gracilaria_sd,Gracilaria_N,Gracilaria_qual,Ulva_mass,Ulva_sd,Ulva_N,Ulva_qual,commentMacroalgae,tss,tss_sd,tss_N,tssqual,pom,pom_sd,pom_N,pomqual,pim,pim_sd,pim_N,pimqual,commentTSS,sedMass,sedMass_sd,sedMass_N,sedMassqual,sedperc_N,sedperc_N_sd,sedperc_N_N,sedperc_Nqual,sedperc_C,sedperc_C_sd,sedperc_C_N,sedperc_Cqual,commentSedCN
RB,12/16/2013,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1228,DB/AS,LATE EBB,5.9,28.6,44.87,5,,6,9.69,130,41.2,SE,6.2,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,1.661333333,0.822146783,3,,2.176346667,1.325588998,3,,,,,,,,,,,,,49.54122862,3,M,,188.793538,3,M,,40.61198509,3,M,,,,,M,,,,M,,,,M,
RB,3/27/2014,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1218,DB/AS,LATE EBB,4.8,30.9,29.73,0.8,,5.1,9.82,75,27.6,E,5.8,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,31.13333333,0.585946528,3,,,,,M,,MEG MILLER ,,,,M,,,,,,4.034666667,1.791827373,3,,8.20936,2.086087098,3,,,,,,,,,,,,,48.56267428,3,M,,2.309401077,3,M,,54.28627819,3,M,,,,,M,,,,M,,,,M,
RB,6/11/2014,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1234,DB,LATE EBB,26.5,29.9,46.14,23.1,,26.4,5.74,40,38,E,13.4,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,35.96666667,2.084066538,3,,,,,M,,MEG MILLER ,,,,M,,,,,,5.933333333,0.822146783,3,,5.214213333,2.08825283,3,,,,,,,,,,,,,78.64053238,3,M,,92.18098141,3,M,,60.43453759,3,M,,,,,M,,,,M,,,,M,
RB,9/22/2014,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1206,DB,FALLING,23,31.3,47.9,21.7,,23,6.82,110,26,N,10.2,Airtemp converted from F to C,,,,M,,,,M,3.71,0.202977831,3,,0.889666667,0.142324746,3,,1.993333333,0.068068593,3,,,,,M,5.703333333,,12.3,2.535744467,3,,,,,M,,MEG MILLER ,,,,M,,,,,,14.90414904,1.122380147,3,,-0.842408424,2.167676114,3,Q,,,,,,,,,,,,2.645751311,3,M,,146.0730411,3,M,,12.12435565,3,M,,,,,M,,,,M,,,,M,
RB,12/5/2014,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1206,DB/AS,,8.5,32.1,49.53,12.9,,8.6,10.18,65,14.6,,0,Airtemp converted from F to C,,,,M,,,,M,2.196666667,0.400166632,3,,0.454333333,0.025383722,3,,0.451666667,0.133717364,3,,,,,M,2.648333333,,12.3,2.535744467,3,,,,,M,,MEG MILLER ,,,,M,,,,,,3.88803888,0,3,,-1.166411664,0,3,Q,,,,,,,,,,,,1,3,M,,2.516611478,3,M,,9.291573243,3,M,,,,,M,,,,M,,,,M,
RB,4/16/2015,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1110,DB,FALLING,15,31.8,48.662,14.7,,15,7.8,45,23,E,16.9,Airtemp converted from F to C,,,,M,,,,M,2.713333333,0.162583312,3,,0.344,0.007211103,3,,0.1195,0.026162951,2,,,,,M,2.832833333,,11.7,0.556776436,3,,,,,M,,MEG MILLER ,,,,M,,,,,,14.90414904,2.244760294,3,,7.322473224,2.723940542,3,,,,,,,,,,,,,8.082903769,3,M,,212.135177,3,M,,70.49349852,3,M,,,,,M,,,,M,,,,M,
RB,6/16/2015,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1235,DB/EB/N,FALLING,29,33.9,51.7,32.3,,29.1,5.5,25,22.4,NW,3.6,Airtemp converted from F to C,,,,M,,,,M,6.78,0.06244998,3,,1.03,0,3,,1.296666667,0.011547005,3,,,,,M,8.076666667,,17.03333333,0.929157324,3,,,,,M,,MEG MILLER ,,,,M,,,,,,16.200162,1.122380147,3,,-4.406444064,1.763958863,3,Q,,,,,,,,,,,,1.527525232,3,M,,23.64318084,3,M,,44.07191093,3,M,,,,,M,,,,M,,,,M,
RB,10/15/2015,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,,,,,,,,,,,M,,,,M,3.786666667,0.205993527,3,,0.264666667,0.056518434,3,,2.913333333,0.066583281,3,,,,,M,6.7,,26.2,0.9,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,11/1/2015,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,,,,,,,,,,,M,,,,M,1.171333333,0.19241968,3,,0.237333333,0.013503086,3,,0.294,0.030116441,3,,,,,M,1.465333333,,15.43333333,2.289832599,3,,,,,M,,MEG MILLER ,,,,M,,,,,,5.83205832,0,3,,3.693636936,4.713996617,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,2/21/2016,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1220,DB/TB/RA,FALLING,6.3,30.8,,9.7,,6.3,10.8,61,18.6,SW,3.8,sctcond units bad,,,,M,,,,M,0.0777,,1,,,,,M,,,,M,,,,M,,,9.166666667,0.929157324,3,,,,,M,,MEG MILLER ,,,,M,,,,,,18.79218792,9.187077447,3,,4.53604536,3.971386367,3,,,,,,,,,,,,,7.505553499,3,M,,200.1232953,3,M,,88.18919057,3,M,,,,,M,,,,M,,,,M,
RB,8/17/2016,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1220,ART/SP,EBB,30.9,32.2,49.5,31.5,,30.9,4.43,94,35,ESE,6,,,,,M,,,,M,4.236666667,0.057735027,3,,1.936666667,0.02081666,3,,0.660333333,0.022678918,3,,,,,M,4.897,,16.26666667,2.371356855,3,,,,,M,,MEG MILLER ,,,,M,,,,,,14.25614256,8.093598341,3,,5.313653135,5.665518838,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,10/18/2016,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1314,ACS/JRP/SET,MID EBB,20.4,28.2,43.42,22.4,,20.5,6.2,40,28,SE,9,,,,,M,,,,M,2.663333333,0.509345986,3,,0.512333333,0.031973948,3,,2.886666667,0.233523732,3,,,,,M,5.55,,15.43333333,1.692138686,3,,,,,M,,MEG MILLER ,,,,M,,,,,,14.25614256,8.093598341,3,,5.313653135,5.665518838,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,12/13/2016,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1215,,,7.1,30,46.8,8.6,,7.3,8.55,50,10.5,NNE,3.1,,,,,M,,,,M,1.460333333,0.647542328,6,,0.489333333,0.046918369,3,,0.305666667,0.197115871,6,,,,,M,1.766,,17.6,1,3,,,,,M,,MEG MILLER ,,,,M,,,,,,4.568445684,0.927238176,3,,5.773737737,1.986707975,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,4/27/2017,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1403,,FALLING,17.6,31.2,47.75,18.9,,17.7,6.44,40,10,S,12.2,,,,,M,,,,M,2.043333333,0.159478316,3,,,,,M,0.482333333,0.051189192,3,,,,,M,2.525666667,,11.135,2.424871131,3,,,,,M,,MEG MILLER ,,,,M,,,,,,9.7200972,1.94401944,3,,-0.194401944,4.155838897,3,Q,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,8/21/2017,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1230,EB/DL/SK,FALLING,29.2,29,45.08,31.8,,29.1,4.27,45,36.6,SE,8.5,,,,,M,,,,M,7.886666667,0.986525891,3,,2.436666667,0.126622799,3,,1.93,0.149331845,3,,,,,M,9.816666667,,14.7,1.777638883,3,,,,,M,,MEG MILLER ,,,,M,,,,,,9.136891369,1.874744457,3,,2.157861578,1.140362532,3,,,,,,,,,,,,,4.725815626,3,M,,116.0517126,3,M,,131.8976876,3,M,,,,,M,,,,M,,,,M,
RB,12/4/2017,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1332,DL/AB/MV/LA,FALLING,11,30.7,47.34,16.4,,14.8,6.86,45,4.3,NE,2,,,,,M,,,,M,2.556666667,0.662142986,3,,0.464,0.084184322,3,,0.529,0.077826731,3,,,,,M,3.085666667,,12.03333333,1.755942292,3,,,,,M,,MEG MILLER ,,,,M,,,,,,5.18405184,2.969538745,3,,6.156061561,10.08332232,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RB,4/26/2018,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1300,LA/DL/AB/CJ,FALLING,15.2,30.1,46.4,16.1,,10.9,7.3,90,14,W,8.2,,,,,M,,,,M,2.456666667,0.418847625,3,,0.394333333,0.051868423,3,,0.478,0.067178866,3,,,,,M,2.934666667,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,8/26/2004,2,Mainland Creek,Oyster,37.302883,-75.904642,1118,,,25.4,29.2,45,25.8,,26.5,5.3,72,0.9,E,20,,,,,M,,,,M,4.07,,1,,1.28,,1,,1.45,,1,,,,,M,5.52,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,1,M,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
RCC,9/1/2004,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,10/26/2004,2,Mainland Creek,Oyster,37.302883,-75.904642,1410,,,15.3,29.7,46,18.8,,15.5,8.2,46,0.5,NE,13.3,,,,,M,,,,M,3.61,,1,,0.643,,1,,1.13,,1,,,,,M,4.74,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,1,M,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
RCC,11/15/2004,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,,,,,,,,,,,,,,M,,,,M,2.2,,1,,0.538,,1,,0.41,,1,,,,,M,2.61,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,2/9/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1407,KMO/ART,LATE EBB,5.2,29.1,46,9.3,,5.2,14.7,137,3.6,,0,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,3/22/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1138,KMO/ART,LATE EBB,9.7,30.5,47,8.2,,9.9,11.2,,,S,9.5,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,34.55912808,3,M,,179.5113738,3,M,,605.779938,3,M,,,,,M,,,,M,,,,M,
RCC,4/18/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1100,KMO/ART,LATE EBB,11.3,30.9,48,22.1,,11.1,10.6,89,1.3,N,17.3,,,,,M,,,,M,1.091666667,0.06675827,6,,0.262333333,0.043005426,6,,0.024183333,0.005565758,6,,0.051933333,0.013958749,6,,1.11585,,15.06666667,1.77857621,3,,0.328,0.00781025,3,,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,47.16283848,3,M,,135.0641823,3,M,,25.32455988,3,M,,,,,M,,,,M,,,,M,
RCC,5/18/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,,,,,,,,,,,,,,M,,,,M,1.4925,0.126085289,6,,0.314833333,0.048242789,6,,0.280583333,0.06143974,6,,0.097766667,0.038029865,6,,1.773083333,,17.4,0.529150262,3,,0.306,0.013228757,3,,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,26.08320021,3,M,,91.84770003,3,M,,33.6204303,3,M,,,,,M,,,,M,,,,M,
RCC,5/19/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1117,KMO/ART,LATE EBB,18.9,30.7,47,17.2,,18.9,7.9,98,1.6,S,13.8,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,6/21/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1338,KMO/ART,LATE EBB,24.8,30.9,48,22.8,,24.3,8.6,40,2.4,S,0.8,,,,,M,,,,M,2.873333333,0.36746882,3,,1.28,,1,,0.347666667,0.119307725,3,,0.73,0.268700577,2,,3.221,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,760.3867437,3,M,,36.95041723,3,M,,31.62804663,3,M,,,,,M,,,,M,,,,M,
RCC,7/20/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1332,KMO/ART,LATE EBB,29.4,29,45,30.9,,29.4,7.4,66,14.6,,0,,,,,M,,,,M,,,,M,1.533333333,0.4005413,3,,1.138666667,0.442409689,3,,0.509333333,0.073002283,3,,,,14.73333333,0.929157324,3,,,,,M,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,13.57694124,3,M,,369.042003,3,M,,12.76714533,3,M,,,,,M,,,,M,,,,M,
RCC,9/1/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1248,KMO/ART,LATE EBB,27.4,29.6,46,27.4,,27.4,6.4,69,14.6,W,10.2,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,34.23333333,6.668083183,3,,,,,M,,MEG MILLER,,,,M,,,,,,3.915,0.502045815,2,,11.645,1.562705986,2,,,,,,,,,,,,,140.8273174,3,M,,103.3892322,3,M,,97.43886973,3,M,,,,,M,,,,M,,,,M,
RCC,9/29/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1112,ART,LATE EBB,23.6,31.4,48,22.9,,23.2,7.3,56,1.2,E,13.2,,,,,M,,,,M,4.965,0.23671361,4,,2.036666667,0.242871708,6,,1.48,0.328390012,6,,0.361333333,0.221883453,6,,6.445,,22.33333333,1.159022577,3,,,,,M,,MEG MILLER,,,,M,,,,,,3.205,0.502045815,2,,8.695,1.209152596,2,,,,,,,,,,,,,90.71383577,3,M,,185.0576487,3,M,,76.1730486,3,M,,,,,M,,,,M,,,,M,
RCC,11/1/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1225,KMO/ART,LATE EBB,14.8,31.2,48,22.2,,14.3,10.2,81,0.8,S,13.2,,,,,M,,,,M,3.53,0.91,3,,0.100866667,0.046379449,3,,1.3,0.200748599,3,,,,,M,4.83,,8.363333333,0.220302822,3,,2.253333333,0.005773503,3,,,MEG MILLER,,,,M,,,,,,1.775,0.502045815,2,,5.52,0.862670273,2,,,,,,,,,,,,,123.783413,3,M,,242.2113402,3,M,,80.40729652,3,M,,,,,M,,,,M,,,,M,
RCC,11/15/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1245,ART,LATE EBB,15.6,31.4,48,19.1,,15.6,10.5,61,2.9,S,23.7,,,,,M,,,,M,3.036666667,0.460470774,3,,0.342333333,0.105310652,3,,0.704,0.267535044,3,,0.00555,,1,,3.740666667,,14.3,2.151743479,3,,,,,M,,MEG MILLER,,,,M,,,,,,0.71,0.71,3,,5.533333333,0.970790056,3,,,,,,,,,,,,,53.50077881,3,M,,153.5751716,3,M,,11.59022577,3,M,,,,,M,,,,M,,,,M,
RCC,12/12/2005,2,Mainland Creek,Oyster,37.302883,-75.904642,1127,ART,LATE EBB,5.3,30.8,48,11,,5.3,14.3,,3.2,W,6.5,,,,,M,,,,M,1.492333333,0.98311054,3,,0.219,,1,,0.178666667,0.076061379,3,,,,,M,1.671,,13.6,1.979898987,2,,,,,M,,MEG MILLER,,,,M,,,,,,1.896666667,1.088913832,3,,6.22,1.364697769,3,,,,,,,,,,,,,48.41831609,3,M,,184.7629111,3,M,,21.00793501,3,M,,,,,M,,,,M,,,,M,
RCC,3/29/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1252,KMO/ART,LATE EBB,12,32.2,49,12.2,,12.2,10.3,89,4.9,W,18.5,,,,,M,,,,M,2.813333333,0.642987817,3,,0.069,0.03508561,3,,0.201466667,0.155465923,3,,,,,M,3.0148,,12.2,0.141421356,2,,,,,M,,MEG MILLER,,,,M,,,,,,0.355,0.502045815,2,,3.095,0.148492424,2,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,4/27/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1228,KMO/ART,LATE EBB,17.7,31.8,49,16.1,,17.7,8.3,71,12.8,N,16.3,,,,,M,,,,M,1.526666667,0.122202019,3,,,,,M,0.17405,0.163978063,2,,0.268333333,0.005131601,3,,1.700716667,,14.5,0.848528137,2,,,,,M,,MEG MILLER,,,,M,,,,,,0.71,0.71,3,,5.533333333,0.970790056,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,5/23/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1044,KMO/ART,LATE EBB,19.3,32,49,13.9,,19.3,7.9,61,1.1,N,12.8,,,,,M,,,,M,1.986666667,0.288848288,3,,,,,M,0.0532,,1,,0.304,0.06363961,2,,2.039866667,,,,,M,,,,M,,,,,,M,,,,,,0.355,0.502045815,2,,3.095,0.148492424,2,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,5/24/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,14.93333333,1.674315781,3,,,,,M,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,6/23/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1137,KMO/ART,LATE EBB,27.3,31.1,48,27.9,,27.4,6.3,51,4.6,S,14.3,,,,,M,,,,M,1.363333333,0.197652894,6,,0.588,0.070356236,6,,1.61,0.290172363,6,,0.1032,0.004742995,6,,2.973333333,,53.25,2.474873734,2,,3.585,1.831406563,2,,,MEG MILLER,,,,M,,,,,,3.205,0.502045815,2,,14.18,0.197989899,2,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,7/24/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1313,KMO/ART,LATE EBB,27.8,32,49,28,,27.8,6.2,43,5.8,N,7.3,,,,,M,,,,M,1.626666667,0.166232769,3,,0.847,0.17935161,3,,0.1486,0.06986215,2,,,,,M,1.775266667,,25.66666667,4.461315202,3,,0.53,0.011357817,3,,,MEG MILLER,,,,M,,,,,,5.34,0.509116882,2,,27.295,1.916259377,2,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,8/22/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1308,KMO/DB,LATE EBB,27.9,30.9,48,36,,28,5.5,58,10.7,S,6.5,,,,,M,,,,M,1.733,0.052325902,2,,0.753,0.12303658,2,,0.869,0.070710678,2,,0.121,0.036769553,2,,2.602,,15.46666667,0.75055535,3,,0.494,0.025632011,3,,,MEG MILLER,,,,M,,,,,,2.37,0.415692194,3,,10.02333333,0.364737348,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,9/19/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1207,KMO/DB,LATE EBB,23.7,30.4,47,23.9,,23.7,6.7,71,13.7,S,16.3,,,,,M,,,,M,0.2855,0.195868578,2,,1.5,0.311929479,3,,0.727333333,0.093836738,3,,0.1395,0.01767767,2,,1.012833333,,17.13333333,2.074447718,3,,0.709666667,0.07957596,3,,,MEG MILLER,,,,M,,,,,,3.915,0.502045815,2,,12.395,1.209152596,2,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,11/6/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,1345,KMO/DB,LATE EBB,11.9,30.9,48,12.1,,11.8,9.5,89,14.3,N,9.5,,,,,M,,,,M,0.984,0.012727922,2,,0.449333333,0.084180362,3,,0.03335,0.020011122,2,,,,,M,1.01735,,9.86,2.317671245,3,,0.314666667,0.114548389,3,,,MEG MILLER,,,,M,,,,,,1.065,0.502045815,2,,6.555,0.205060967,2,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,12/6/2006,2,Mainland Creek,Oyster,37.302883,-75.904642,0,KMO,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,1/30/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,0,KMO,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,2/27/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1105,ART/CB/,LATE EBB,4.8,32,50,10.8,,4.8,14.5,137,14.9,S,3.3,,,,,M,,,,M,0.120133333,0.117686462,3,,,,,M,0.329333333,0.126056865,3,,0.031533333,0.018975335,3,,0.449466667,,16.43333333,1.556705924,3,,6.28,0.876812409,2,,,MEG MILLER,,,,M,,,,,,2.13,0,2,,7.87,0.353553391,2,,,,,,,,,,,,,159.9874995,3,M,,521.3818179,3,M,,80.36375634,3,M,,,,,M,,,,M,,,,M,
RCC,2/28/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,17.25,0.919238816,2,,6.28,0.876812409,2,,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
RCC,3/28/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1005,KMO/CB,LATE EBB,13.4,32.3,49,13.8,,13.5,9.2,66,,N,25.7,,,,,M,,,,M,0.206666667,0.094299169,3,,0.1619,0.089070927,3,,0.555666667,0.248576615,3,,0.031333333,0.003511885,3,,0.762333333,,13.33333333,2.050203242,3,,,,,M,,MEG MILLER,,,,M,,,,,,1.775,0.502045815,2,,6.515,0.148492424,2,,,,,,,,,,,,,7.637626158,3,M,,16.44181661,3,M,,7.810249676,3,M,,,,,M,,,,M,,,,M,
RCC,4/27/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1017,KMO/DB/,LATE EBB,15.7,31.8,49,20.7,,16.6,8.1,66,13.7,S,12.7,,,,,M,,,,M,0.758066667,0.667192636,3,,0.171,0.07999375,3,,0.625666667,0.15686406,3,,0.0391,0.005204805,3,,1.383733333,,,,,M,,,,M,,,,,,M,,,,,,4.98,0,2,,10.97,0.707106781,2,,,,,,,,,,,,,40.67349669,3,M,,209.3426219,3,M,,16.74315781,3,M,,,,,M,,,,M,,,,M,
RCC,5/29/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1217,KMO/DB/,LATE EBB,22.9,31.1,48,21.8,,23,7.1,43,10.1,E,18.8,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,17.16666667,0.404145188,3,,,,,M,,MEG MILLER,,,,M,,,,,,1.896666667,1.088913832,3,,10.04666667,1.132004122,3,,,,,,,,,,,,,43.61574639,3,M,,32.00520791,3,M,,23.45918441,3,M,,,,,M,,,,M,,,,M,
RCC,5/29/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1217,KMO/DB/,LATE EBB,22.9,31.1,48,21.8,,23,7.1,43,10.1,E,18.8,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,17.16666667,0.404145188,3,,,,,M,,MEG MILLER,,,,M,,,,,,1.896666667,1.088913832,3,,10.04666667,1.132004122,3,,,,,,,,,,,,,43.61574639,3,M,,32.00520791,3,M,,23.45918441,3,M,,,,,M,,,,M,,,,M,
RCC,6/26/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,,,,,,,,,,,,,,M,,,,M,1.62,0.415812458,3,,0.215333333,0.012897028,3,,0.710333333,0.254126609,3,,0.321,0.034176015,3,,2.330333333,,21.8,2.165640783,3,,,,,M,,MEG MILLER,,,,M,,,,,,3.915,0.502045815,2,,10.655,2.269812768,2,,,,,,,,,,,,,128.8112314,3,M,,300.9158243,3,M,,73.17331025,3,M,,,,,M,,,,M,,,,M,
RCC,7/27/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1110,KMO/DB/,LATE EBB,26.9,32.5,50,27.9,,27.1,5.3,48,15.5,S,7,,,,,M,,,,M,1.65,0.043588989,3,,0.812333333,0.127594409,3,,2.223333333,0.880359775,3,,0.717,0.298105686,3,,3.873333333,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,50.68530359,3,M,,94.10809388,3,M,,20.0083316,3,M,,,,,M,,,,M,,,,M,
RCC,8/27/2007,2,Mainland Creek,Oyster,37.302883,-75.904642,1305,KMO/CB/,LATE EBB,28.1,32.2,49,28.2,,28,4.9,53,15.2,N,12.8,,,,,M,,,,M,,,,M,1.463333333,0.225905585,3,,,,,M,2.47,0.225388553,3,,,,28.6,1.734935157,3,,,,,M,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,171.529395,3,M,,100.4589468,3,M,,108.1310933,3,M,,,,,M,,,,M,,,,M,
